Close,reference_price,reference_regime,directional_distance,scale,normalized_measurement,signal
1.09966,1.1012742200813777,-1.0,-0.001614220081377571,0.0010271428571428456,1.5715633615637168,-1.0
1.09958,1.1011765490185745,-1.0,-0.0015965490185745335,0.0010192857142857145,1.5663410133176918,-1.0
1.09963,1.1011612594091122,-1.0,-0.00153125940911214,0.000977142857142867,1.5670783426586072,-1.0
1.10059,1.1011468681919823,-1.0,-0.0005568681919823071,0.0010028571428571625,0.5552816729168195,-1.0
1.10096,1.1011388715148733,-1.0,-0.00017887151487339104,0.0009514285714285872,0.18800309371076823,-1.0
1.10149,1.1011303361121723,-1.0,0.0003596638878278213,0.0009735714285714467,0.36942732425454183,-1.0
1.10132,1.1011279832037544,-1.0,0.00019201679624569756,0.0009571428571428628,0.2006145632417724,-1.0
1.10169,1.1002208897736132,1.0,0.0014691102263868494,0.000980714285714303,1.4980002308387128,1.0
1.10227,1.1005065930166311,1.0,0.0017634069833689647,0.001007142857142873,1.7509005508627742,1.0
1.10157,1.1004948481727508,1.0,0.0010751518272491545,0.0010592857142857229,1.0149781241731652,1.0
1.10179,1.100497522391772,1.0,0.0012924776082281486,0.001050000000000027,1.2309310554553479,1.0
1.10238,1.100499769059691,1.0,0.00188023094030898,0.0010371428571428793,1.8128948460279035,1.0
1.10284,1.1007648402325443,1.0,0.0020751597674557587,0.0009714285714285754,2.1361938782632723,1.0
1.10353,1.1010539953977863,1.0,0.002476004602213644,0.0010057142857143081,2.4619363942464663,1.0
1.10362,1.101133833408879,1.0,0.0024861665911211084,0.0009757142857143178,2.548047750782897,1.0
1.10344,1.1011436751583026,1.0,0.0022963248416973947,0.0009614285714285893,2.388450801171094,1.0
1.10378,1.1013096355372705,1.0,0.002470364462729524,0.0009664285714285903,2.5561790449528945,1.0
1.10336,1.1013357234033254,1.0,0.002024276596674479,0.0008971428571428662,2.25635926380911,1.0
1.10283,1.1013391932006236,1.0,0.0014908067993764096,0.0009235714285714204,1.61417596220185,1.0
1.10203,1.10134213901478,1.0,0.0006878609852201123,0.0009542857142857011,0.7208124096618043,1.0
1.10221,1.1013528721621444,1.0,0.0008571278378555203,0.0009307142857142926,0.920935512661335,1.0
1.10252,1.101375157135906,1.0,0.0011448428640938868,0.0009335714285714225,1.2263045216001929,1.0
1.10334,1.1013972973417725,1.0,0.0019427026582274909,0.0009314285714285672,2.0857237128209354,1.0
1.10262,1.1014032922339654,1.0,0.0012167077660345527,0.0009350000000000033,1.301291728379196,1.0
1.10241,1.1014099977578966,1.0,0.0010000022421032817,0.0009328571428571479,1.071977901182685,1.0
1.1032,1.1014318002324395,1.0,0.0017681997675604855,0.0009271428571428724,1.907149210003574,1.0
1.10325,1.1014697016711894,1.0,0.0017802983288106589,0.0009292857142857278,1.915770684346569,1.0
1.10237,1.1015181889178034,1.0,0.000851811082196674,0.0009064285714285779,0.9397442987197282,1.0
1.10287,1.1015590891953824,1.0,0.0013109108046176488,0.0009207142857142905,1.4237976155660967,1.0
1.1028,1.1015992044406948,1.0,0.00120079555930519,0.0009335714285714383,1.2862385486053929,1.0
1.10273,1.101606923520726,1.0,0.00112307647927401,0.000908571428571449,1.2360904646097317,1.0
1.10349,1.101622445855084,1.0,0.0018675541449160171,0.0009728571428571721,1.919659179796142,1.0
1.10355,1.101645889147668,1.0,0.0019041108523321082,0.0009571428571428944,1.9893695472125728,1.0
1.10389,1.101678398076693,1.0,0.0022116019233069384,0.000917142857142902,2.4114039662224003,1.0
1.10293,1.1016993105584167,1.0,0.0012306894415832215,0.0009871428571428848,1.2467186817774687,1.0
1.10384,1.1017172080587674,1.0,0.002122791941232549,0.0010514285714286079,2.0189597267156696,1.0
